CompanyName,Website,Linkedin,Description,Industry,DurationInRole,Status,Notes,Search account,Website,EmplyeeCount,Fullname,schoolname,schoolname2,schoolname3,CompanyName,CompanyName2,CompanyName3,Owner,Created
fiskaltrust,https://fiskaltrust.eu,https://www.linkedin.com/in/ACwAAAEGo0UBNdYmOaaSR7k6TV6w7RMla4QVcIc/,"fiskaltrust ensures that the sales tax, which each of us pays for every single purchase or consumption, also contributes to the improvement of our environment. Water pipes, power lines, internet infrastructure, public transport and much more are financed by the sales tax collected by the state.
The receipts of an individual shop operator are cryptographically linked and thus made unique and unchangeable. As a result, amounts on the receipts can no longer be manipulated, which leads to a transparent and fair payment of your paid sales tax by the shop operator to the state. 
We work internationally with cash register manufacturers who make our middleware part of their software and thereby make it accessible to hundreds of thousands of shop operators across Europe. In the individual countries, we work closely with a network of cash register resellers in order to provide the shop operators with the best possible support in implementing the applicable national rules and to share our expertise in the field of cash registers.
",Wody KS. 吴迪,IT Services and IT Consulting,,32,,,,,,,,,,2025-10-22,,
PILLIOT CYBERSECURITE ET INFORMATIQUE,http://pilliot-cybersecurite.com,https://www.linkedin.com/in/ACwAACMhEZgBEHZsvXzTa_h8wvy33GAcebeGhzY/,"A l’heure où la cybercriminalité est devenue un risque majeur, Jacques PILLIOT, fondateur de « PILLIOT ASSURANCES » intermédiaire d’assurance spécialisé dans les risques d’entreprises depuis 1927, a décidé de créer une société anonyme spécialisée dans la sécurité informatique et la mise en conformité au Règlement Général de la Protection des Données (RGPD), « PILLIOT CYBERSECURITE ET INFORMATIQUE » pour offrir une offre de services à la fois sur le plan technique et sur le plan assuranciel.

Conscients des spécificités de votre activité et parce que les problèmes liés à la sécurité informatique et à la mise en conformité au RGPD touchent toutes les entreprises privées, associations et toutes les administrations publiques, nous avons construit pour vous une offre de services innovante vous proposant une couverture du risque Cyber (Cyber-Assurance et Cybersécurité) inégalée.

Chaque client est différent, et c’est pour cette raison que nos offres de service sont adaptées en fonction de la taille de votre entité, de votre exposition aux risques d’attaques informatiques et de votre mise en conformité au RGPD.

Sachez que votre satisfaction est notre unique préoccupation.
",SAMIR JALLOULI,IT Services and IT Consulting,,7,,,,,,,,,,2025-10-22,,
Qualitadd,http://www.qualitadd.com,https://www.linkedin.com/in/ACwAAC1seC8BaE6ebO8XRHo1jKvWvlq9z8Z-1JY/,"
Founded in 2016, Qualitadd is a French software publisher specializing in innovative digital solutions for Data & Risk Intelligence. Experts in data governance and quality, as well as risk management, internal control, and audit, our technology is designed to be powerful and inclusive, enabling diverse stakeholders to collaborate and meet a wide range of business and regulatory challenges. With 40 employees spread across Paris, Barcelona, and Casablanca, Qualitadd is a market leader, trusted by over 50 organizations such as CNP Assurances, Bpifrance, Covéa, Carrefour, and Groupama.

We focus on three main product lines:

Data Governance & Quality
Risk Management, Internal Control, and Internal Audit
Third-Party Evaluation
Visit our website: www.qualitadd.com
We have three main product lines:
- Governance and Data Quality
- Risk Management, Internal Control and Internal Audit 
- Third Party Valuation 

www.qualitadd.com",Arthur Falvey 🇫🇷 🇺🇸,IT Services and IT Consulting,,42,,,,,,,,,,2025-10-22,,
Mobioos,http://www.mobioos.ai,https://www.linkedin.com/in/ACwAAA0MbH0B1bzgcLMCyDHdoIYFFsBxBXchkBE/,Intelligent mapping to govern applications,"Long DO, Ph.D",IT Services and IT Consulting,,8,,,,,,,,,,2025-10-22,,
L&T Consulting,none.l&tconsulting,https://www.linkedin.com/in/ACwAABnK1KABhhg6loHqy_WBowvezSOEQhCatf4/,"L&T Consulting est une start-up française née de 7 ans d'expertise en conseils et services informatiques au sein de cabinet de conseil et de clients finaux. Nous offrons des services sur mesure et de haute qualité pour accompagner les transformations et optimisations IT des entreprises.

L’Excellence est au cœur de notre approche. L&T Consulting est animée par des résultats de qualité, au-delà des seuls moyens. Nous sélectionnons rigoureusement les talents pour garantir une parfaite adéquation aux besoins de nos clients et à leur culture.

Nous privilégions une structure à taille humaine, permettant des échanges directs et une proximité durable avec nos collaborateurs et clients, fondée sur la confiance.
",Lamine TAMENDJARI,IT Services and IT Consulting,,2,,,,,,,,,,2025-10-22,,
Pledge and Grow,https://pledgeandgrow.com/,https://www.linkedin.com/in/ACwAAEWopskB-rF19dLD_hKf7AJe27FoGWuQw_4/,"Pledge & Grow is a high-end agency specializing in tailored digital solutions for IT projects. We help ambitious startups and forward-thinking companies with loyalty and discretion from strategic planning to the final deployment of high-performance, scalable products.

Our team masters a wide range of cutting-edge technologies, tailored to meet the most demanding project requirements:
Frontend: React.js, Next.js, Vue.js, Svelte
Backend: Node.js, Express.js, Nest.js, Django, FastAPI
Mobile: React Native, Expo, Flutter, Swift, Kotlin
Desktop: Electron, Tauri
Databases: PostgreSQL, Supabase, MongoDB, MySQL, Firebas
Cloud & DevOps: Vercel, AWS, GCP, Docker, GitHub Actions, Railway
Automation & AI: Python, LangChain, OpenAI API, Mistral, Claude
Web3 & Blockchain: Solidity, Rust, Wallet Connect, Metamask
CMS & No-Code: Webflow, Framer, Shopify, WordPress, Bubble",Berel Shihab,IT Services and IT Consulting,,14,,,,,,,,,,2025-10-22,,
CONEX SANTE,http://www.conexsante.com,https://www.linkedin.com/in/ACwAAAl0wIMBjvVIe2qbCdS_VRzeN4ZeB93zp_k/,"Acteur innovant et disruptif de la Télémédecine, Conex Santé coordonne et anime des réseaux de Professionnels de Santé permettant très simplement la pratique de la Téléexpertise synchrone, immédiate ou planifiée.

Accessibles via une plateforme ergonomique et sécurisée ainsi que par une application mobile, ces Réseaux Optimisés de Professionnels de Santé permettent d'obtenir des avis médicaux de grande qualité dans des délais réduits au minimum pour une efficience médicale maximum.

L'ensemble de cette organisation innovante offre aux Organisations Territoriales de Santé une grande souplesse et une réactivité médicale sans précédent dans la gestion des soins non programmés, la prise en charge des patients atteints de maladies chroniques et la continuité de la relation ville-hôpital.

Pour nous, l'essentiel c'est l'AVIS !

Ecrivez-nous : contact@conexsante.com 
Suivez-nous sur Linkedin : https://www.linkedin.com/company/conex-sante",David Hagege,IT Services and IT Consulting,,18,,,,,,,,,,2025-10-22,,
morpheus.agency,,https://www.linkedin.com/in/ACwAABhOGpEBbfgMN6xYQC_XSxDLWtp_RQBOUQU/,,Lucas Clavières,IT Services and IT Consulting,,,,,,,,,,,,2025-10-22,,
Skalio,,https://www.linkedin.com/in/ACwAABLc-kwB5itJgSzpyB6IC5CLTfCQVLseg3g/,,Etienne Lecoq,IT Services and IT Consulting,,,,,,,,,,,,2025-10-22,,
Scalia,https://referent-ia.scalia-company.com/,https://www.linkedin.com/in/ACwAAB2APVYB4ubeP8BZZUGQL6nEkpE6-528-mQ/,"Scalia est votre partenaire IA de confiance, référencé par la Région Sud. Chaque mois, nous déployons pour vous la solution IA la plus efficace, et formons vos équipes à l'utiliser. Participez à la révolution IA.

Pas de jargon technique. Pas de dépendance IT. Pas de frais cachés.",Baptiste Martin,IT Services and IT Consulting,,2,,,,,,,,,,2025-10-22,,
Zak Bootcamp,https://linktr.ee/zakbootcamp,https://www.linkedin.com/in/ACwAADJ0HuEBIq_8Sot4df5m3jbQoGH6yfB0mHU/,Python for AI & Blockchain,Zak B.,IT Services and IT Consulting,,2,,,,,,,,,,2025-10-22,,
TechTown,https://techtown.fr/,https://www.linkedin.com/in/ACwAAAJaPWMBfCqBfGc6eaDZ-5QjMjiTblg5F6M/,"TechTown est un cabinet d'expertise spécialisé dans les domaines du Cloud et de l’IA. Nous intervenons à la fois sur des missions de conseil et d’expertise, sur des projets d’implémentation et également en tant que formateur auprès de nos clients. 

Partenaire Google Cloud depuis la 1ère année nous sommes aussi l'organisateur de l'événement TechReady qui eu lieu récemment et a réuni plus de 300 personnes de l'écosystème Cloud et IA de Nantes et sa région.
",Antoine Bonneau,IT Services and IT Consulting,,0,,,,,,,,,,2025-10-22,,
Keawind,none.keawind,https://www.linkedin.com/in/ACwAABcCJPEB3NUPKZeVtNBXiWwB4OgD5U8IduY/,"Keawind est une nouvelle société de conseil et de services en Intelligence Artificielle.
Nos domaines d'expertise :
* Stratégie d'entreprise
* Analyse vidéo et intelligence artificielle
* Support client et gestion de projet
* R&D et développement produit",Julien Clamon,IT Services and IT Consulting,,0,,,,,,,,,,2025-10-22,,
AgenceMTJ,https://agence-mtj.fr,https://www.linkedin.com/in/ACwAAEgLFjoB4WKXcDTiBbY-pGzmBqhZK18_bAM/,,Théo Gross,IT Services and IT Consulting,,3,,,,,,,,,,2025-10-22,,
Agence MTJ,,https://www.linkedin.com/in/ACwAAEf2el0BQxfwB_aGdKVebCMR8a6WNcSptJ0/,,Maxime Ruff,IT Services and IT Consulting,,,,,,,,,,,,2025-10-22,,
HostAura,none.hostaura,https://www.linkedin.com/in/ACwAAEPfnRoBqvzstKZbnWv87VsssGdXUEqmSmE/,"

Chez HostAura, nous donnons vie à votre présence en ligne. Nés d'une passion commune pour le digital et l'infrastructure informatique, nous accompagnons les entreprises dans la création de sites web sur-mesure, sécurisés et performants.

De la conception à l'hébergement, en passant par la cybersécurité et la maintenance, notre équipe dynamique vous offre des solutions clés en main pour que vous puissiez vous concentrer sur ce qui compte : votre activité.
",Célian Aldehuelo,IT Services and IT Consulting,,2,,,,,,,,,,2025-10-22,,
W hub,none.whub,https://www.linkedin.com/in/ACwAAEBx_rABu0pSapyVIOoA23BBQQZSEpISj4U/,"𝗪 𝗵𝘂𝗯 est une ESN (Entreprise de Services Numériques) spécialisée dans les prestations de services sur mesure. Forts de 20 ans d'expérience, notre équipe d'experts met son savoir-faire au service de vos projets technologiques pour les mener à bien avec agilité et efficacité.

💼 𝗡𝗼𝘀 𝘀𝗲𝗿𝘃𝗶𝗰𝗲𝘀 :
- Assistance Technique sur les Technologies de Pointe : Nous vous accompagnons dans l'intégration et l'optimisation des dernières innovations technologiques pour maximiser votre performance.

- Assistance Technique Globalisée : Une prise en charge complète de vos projets techniques, peu importe la complexité de vos projets.

- Recrutement de Profils C-Level via W Recruiter : Nous vous aidons à identifier et recruter les talents clés qui feront la différence au sein de votre organisation.

🌟 𝗡𝗼𝘁𝗿𝗲 𝗮𝗽𝗽𝗿𝗼𝗰𝗵𝗲 :
Chez W hub, nous croyons que la performance fait la différence. C'est pourquoi nous nous engageons à offrir des solutions personnalisées qui s'adaptent à l'évolution de vos projets et à l'environnement technologique dynamique d'aujourd'hui.

🤝 𝗥𝗲𝗷𝗼𝗶𝗴𝗻𝗲𝘇-𝗻𝗼𝘂𝘀 : 
Nous sommes impatients de collaborer avec des partenaires, clients et professionnels partageant notre vision. Suivez-nous pour rester informé(e) de nos actualités, découvrir nos innovations et faire partie d'une communauté engagée dans la transformation numérique.

📨 recrutement@whub.fr
",Gabriel Prioux,IT Services and IT Consulting,,23,,,,,,,,,,2025-10-22,,
DistiLife,none.distilife,https://www.linkedin.com/in/ACwAADt4iTwBteiqDAuDHLc9MAVLlO0mG6f2g6E/,,Yann Thevenin,IT Services and IT Consulting,,2,,,,,,,,,,2025-10-22,,
Ecritel,,https://www.linkedin.com/in/ACwAAALdH_QBHplPM-JcLZnri3KUqQR7K-a6smc/,,Clément M.,IT Services and IT Consulting,,,,,,,,,,,,2025-10-22,,
Delva,none.delva,https://www.linkedin.com/in/ACwAAA5manQBU0_DTTbvIE5k9iQfyejmxuKD4zY/,"1er cabinet de conseil 100% dédié au Product Management, fondé par 2 ex-CPO. 

Nous renforçons vos équipes avec nos talents pour vous délivrer vos projets. 

Notre offre : Renfort opérationnel en Product Management
↳ Nos consultants rejoignent vos équipes sur des rôles de Product Manager ou Product Owner.
↳‍ Leur mission : prendre en charge vos sujets prioritaires, en Delivery comme en Discovery.

",Florian Ardérighi,IT Services and IT Consulting,,2,,,,,,,,,,2025-10-22,,
Sentient Hubs,,https://www.linkedin.com/in/ACwAAAUU7gcBulwDq5C-hBSv5aJlnsCWT2VEk9M/,,Cristina Lagane,IT Services and IT Consulting,,,,,,,,,,,,2025-10-22,,
Dataslia.,none.dataslia.,https://www.linkedin.com/in/ACwAACSstGkBZ8vnqjVIcxgEMhlBNJnDF8DWrbE/,"Datalia c'est quoi ? Un outil qui vous aide à digitaliser et à automatiser vos routines (documetns RH, formation, audit, formulaires, tableaux de bords), et à centraliser les données pour afficher des dashboards qui comparent vos différentes activités. 

Depuis +1 ans, nous utilisons une méthodologie qui repose sur 3 piliers essentiels :

1. Identification ciblée de vos besoin et de vos activités les plus chronophage.

2. Proposition d'un outil sur mesure qui répond à vos besoin.

3. Accompagnement de la prise en main de l'outil pour une utilisation optimisé. 

--------------------------------------------------------------------

1️⃣ Nous avons accompagnons plus de 500 restaurants et hôtels dans toute la France. 

2️⃣ Nous travaillons avec les plus grande franchises de la restauration et de l'hôtellerie. 

Notre expertise permet aux équipes opérationnels et aux dirigeants d'avoir des outils sur mesure pour optimiser leurs routines et leurs gestion.

Vous êtes superviseur multi-sites ou dirigeants de restaurants ou d'hôtels et vous voulez optimiser votre gestion via un suivi plus précis et des routines digitalisé ?

Voici nos 3 grand objectifs : 
1) Digitalisation et automatisation des routines opérationnels de vos taches chronophage.

2) Standardisation de vos routines et processus pour une meilleur qualité opérationnelle.  

3) Centralisation de vos données pour mettre en place des tableaux de bord sur mesure. ",Michele Marchi,IT Services and IT Consulting,,2,,,,,,,,,,2025-10-22,,
